Subject,Trial Number,Type of Action,Object Type,GestureCondition,Word Order,Exclude,Spatial Cue,Randomizer,Randomizer Set,Clipped Movie File,Event,Word Order.Recode,Exclude.Recode,Spatial Cue.Recode,Used ASL,"""Embodied"" in some way",Comments,Spatial.Cue.Katy
57,9,Transitive,Object,Free,SOV,,0,0.721539197,35,Spatial_Clipped_398,Boy pokes heart,SOV,,0,No,V,,NA
57,10,Intransitive,None,Free,SV,,0,0.721539197,35,Spatial_Clipped_398,Heart falls,SV,,0,No,No,,NA
57,11,Intransitive,None,Free,SV,,0,0.721539197,35,Spatial_Clipped_398,Fireman falls,SV,,0,No,A,,NA
57,12,Intransitive,None,Free,SV,,0,0.721539197,35,Spatial_Clipped_398,Star jumps,SV,,0,No,No,,NA
57,13,Transitive,Person,Free,SVO,,0,0.403430309,35,Spatial_Clipped_399,Girl throws old lady,SV,,0,No,V,,NA
57,14,Transitive,Person,Free,SVO,,0,0.403430309,35,Spatial_Clipped_399,Old lady rubs fireman,SVO,,0,No,VP,,NA
57,15,Transitive,Object,Free,SV,1,0,0.403430309,35,Spatial_Clipped_399,Old lady kisses star,SVO,,0,No,No,,NA
57,16,Transitive,Person,Free,SVO,,0,0.403430309,35,Spatial_Clipped_399,Fireman kicks girl,SVO,,0,No,A,,NA
57,17,Intransitive,None,Free,SV,,0,0.670311307,35,Spatial_Clipped_400,Boy skates,SV,,0,No,No,,NA
57,18,Transitive,Person,Free,SVO,,0,0.670311307,35,Spatial_Clipped_400,Girl elbows old lady,SVO,,0,No,V,,NA
57,19,Intransitive,None,Free,SV,,0,0.670311307,35,Spatial_Clipped_400,Ball rolls,SV,,0,No,No,,NA
57,20,Transitive,Object,Free,SOV,,0,0.670311307,35,Spatial_Clipped_400,Fireman throws star,SOV,,0,No,AV,,NA
57,21,Transitive,Person,Free,SVO,,0,0.62197769,35,Spatial_Clipped_401,Boy lifts girl,SVO,,0,No,V,,NA
57,22,Transitive,Object,Free,SOV,,0,0.62197769,35,Spatial_Clipped_401,Girl rubs heart,SOV,,0,No,V,,NA
57,23,Intransitive,None,Free,SV,,0,0.62197769,35,Spatial_Clipped_401,Car tumbles,SV,,0,No,No,,NA
57,24,Transitive,Object,Free,SOV,,0,0.62197769,35,Spatial_Clipped_401,Old lady elbows ball,SOV,,0,No,V,,NA
57,25,Transitive,Person,Free,SVO,,0,0.840699989,35,Spatial_Clipped_402,Fireman pushes boy,SVO,,0,No,AV,,NA
57,26,Intransitive,None,Free,SV,,0,0.840699989,35,Spatial_Clipped_402,Old lady jumps,SV,,0,No,No,,NA
57,27,Transitive,Object,Free,SOV,,0,0.840699989,35,Spatial_Clipped_402,Girl pushes car,SVO,,0,No,V,,NA
57,28,Transitive,Object,Free,SOV,,0,0.840699989,35,Spatial_Clipped_402,Boy kicks ball,SVO,,0,No,No,,NA
58,5,Transitive,Object,Case,SOV,,1,0.807278317,36,Spatial_Clipped_415,Boy kicks ball,S(VO),,0,No,A,,0
58,6,Transitive,Object,Case,SVO,,1,0.807278317,36,Spatial_Clipped_415,Girl pushes car,SVO,,0,No,AV,,0
58,7,Intransitive,None,Case,SV,,1,0.807278317,36,Spatial_Clipped_415,Old lady jumps,SV,,0,No,A,,0
58,8,Transitive,Person,Case,SVO,,1,0.807278317,36,Spatial_Clipped_415,Fireman pushes boy,SVO,,0,No,AVP,,1
58,9,Transitive,Object,Case,SV,1,0,0.118076749,36,Spatial_Clipped_416,Old lady elbows ball,SOV,,0,No,AV,,1
58,10,Intransitive,None,Case,SV,,1,0.118076749,36,Spatial_Clipped_416,Car tumbles,SV,,0,No,SV,,1
58,11,Transitive,Object,Case,OSV,,1,0.118076749,36,Spatial_Clipped_416,Girl rubs heart,OSV,,0,No,AV,,1
58,12,Transitive,Person,Case,SOV,,1,0.118076749,36,Spatial_Clipped_416,Boy lifts girl,SOV,,0,No,AP,,1
58,13,Transitive,Object,Case,SOV,,1,0.000491724,36,Spatial_Clipped_417,Fireman throws star,SOV,,0,No,AV,,1
58,14,Intransitive,None,Case,SV,,1,0.000491724,36,Spatial_Clipped_417,Ball rolls,SV,,0,No,No,,1
58,15,Transitive,Person,Case,SOV,,1,0.000491724,36,Spatial_Clipped_417,Girl elbows old lady,SOV,,0,No,AVP,,1
58,16,Intransitive,None,Case,SV,,1,0.000491724,36,Spatial_Clipped_417,Boy skates,SV,,0,No,A,,1
58,17,Transitive,Person,Case,SOV,,1,0.970037296,36,Spatial_Clipped_418,Fireman kicks girl,SOV,,1,No,AP,,1
58,18,Transitive,Object,Case,SOV,,1,0.970037296,36,Spatial_Clipped_418,Old lady kisses star,SOV,,1,No,AV,,1
58,19,Transitive,Person,Case,SOV,,1,0.970037296,36,Spatial_Clipped_418,Old lady rubs fireman,SOV,,1,No,AVP,,1
58,20,Transitive,Person,Case,SOV,,1,0.970037296,36,Spatial_Clipped_418,Girl throws old lady,SOV,,1,No,AP,,1
58,21,Intransitive,None,Case,SV,,1,0.008146663,36,Spatial_Clipped_419,Star jumps,SV,,0,No,No,,0
58,22,Intransitive,None,Case,SV,,1,0.008146663,36,Spatial_Clipped_419,Fireman falls,SV,,0,No,A,,1
58,23,Intransitive,None,Case,SV,,1,0.008146663,36,Spatial_Clipped_419,Heart falls,SV,,0,No,No,,1
58,24,Transitive,Object,Case,SOV,,1,0.008146663,36,Spatial_Clipped_419,Boy pokes heart,SOV,,1,No,AV,,1
58,25,Transitive,Object,Case,SOV,,1,0.729826923,36,Spatial_Clipped_420,Fireman lifts car,SOV,,1,No,AV,,1
58,26,Transitive,Person,Case,SOV,,1,0.729826923,36,Spatial_Clipped_420,Old lady pokes fireman,SOV,,1,No,AVP,,1
58,27,Intransitive,None,Case,SV,,1,0.729826923,36,Spatial_Clipped_420,Girl tumbles,SV,,0,No,A,,1
58,28,Transitive,Person,Case,SOV,,1,0.729826923,36,Spatial_Clipped_420,Girl kisses boy,SOV,,1,No,AVP,,1
58,5,Transitive,Object,Free,SVO,,0,0.6278327,36,Spatial_Clipped_409,Boy kicks ball,SVO,,0,No,AV,,0
58,6,Transitive,Object,Free,OV,1,0,0.6278327,36,Spatial_Clipped_409,Girl pushes car,OV,,0,No,AV,,0
58,7,Intransitive,None,Free,SV,,0,0.6278327,36,Spatial_Clipped_409,Old lady jumps,SV,,0,No,A,,0
58,8,Transitive,Person,Free,SVO,,0,0.6278327,36,Spatial_Clipped_409,Fireman pushes boy,SVO,,0,No,AVP,,0
58,9,Transitive,Object,Free,SVO,,0,0.284753696,36,Spatial_Clipped_410,Old lady elbows ball,SVO,,0,No,AV,,0
58,10,Intransitive,None,Free,SV,,0,0.284753696,36,Spatial_Clipped_410,Car tumbles,SV,,0,No,No,,0
58,11,Transitive,Object,Free,SOV,,0,0.284753696,36,Spatial_Clipped_410,Girl rubs heart,SOV,,0,No,AV,,0
58,12,Transitive,Person,Free,SVO,,0,0.284753696,36,Spatial_Clipped_410,Boy lifts girl,SVO,,0,No,AVP,,0
58,13,Transitive,Object,Free,SVO,,0,0.831322807,36,Spatial_Clipped_411,Fireman throws star,SVO,,0,No,AV,,0
58,14,Intransitive,None,Free,SV,,0,0.831322807,36,Spatial_Clipped_411,Ball rolls,SV,,0,No,No,,0
58,15,Transitive,Person,Free,SVO,,0,0.831322807,36,Spatial_Clipped_411,Girl elbows old lady,SVO,,0,No,AVP,,0
58,16,Intransitive,None,Free,SV,,0,0.831322807,36,Spatial_Clipped_411,Boy skates,SV,,0,No,A,,0
58,17,Transitive,Person,Free,SVO,,0,0.485832574,36,Spatial_Clipped_412,Fireman kicks girl,SVO,,0,No,AVP,,0
58,18,Transitive,Object,Free,SVO,,0,0.485832574,36,Spatial_Clipped_412,Old lady kisses star,SVO,,0,No,AV,,0
58,19,Transitive,Person,Free,SVO,,0,0.485832574,36,Spatial_Clipped_412,Old lady rubs fireman,SVO,,0,No,AVP,,0
58,20,Transitive,Person,Free,SVO,,0,0.485832574,36,Spatial_Clipped_412,Girl throws old lady,SVO,,0,No,AVP,,0
58,21,Intransitive,None,Free,SV,,0,0.681575238,36,Spatial_Clipped_413,Star jumps,SV,,0,No,No,,1
58,22,Intransitive,None,Free,SV,,0,0.681575238,36,Spatial_Clipped_413,Fireman falls,SV,,0,No,A,,1
58,23,Intransitive,None,Free,SV,,0,0.681575238,36,Spatial_Clipped_413,Heart falls,SV,,0,No,No,,1
58,24,Transitive,Object,Free,SVO,,0,0.681575238,36,Spatial_Clipped_413,Boy pokes heart,SVO,,0,No,AV,,0
58,25,Transitive,Object,Free,SVO,,0,0.296164239,36,Spatial_Clipped_414,Fireman lifts car,SVO,,0,No,AV,,0
58,26,Transitive,Person,Free,SVO,,0,0.296164239,36,Spatial_Clipped_414,Old lady pokes fireman,SVO,,0,No,AVP,,0
58,27,Intransitive,None,Free,SV,,0,0.296164239,36,Spatial_Clipped_414,Girl tumbles,SV,,0,No,A,,0
58,28,Transitive,Person,Free,SVO,,0,0.296164239,36,Spatial_Clipped_414,Girl kisses boy,SVO,,0,No,AVP,,0
60,5,Transitive,Object,Case,OSV,,1,0.814049125,37,Spatial_Clipped_427,Boy kicks ball,OSV,,1,No,No,,NA
60,6,Transitive,Object,Case,OV,,0,0.814049125,37,Spatial_Clipped_427,Girl pushes car,OV,S,1,No,Yes,,NA
60,7,Intransitive,None,Case,SV,,1,0.814049125,37,Spatial_Clipped_427,Old lady jumps,(SV),,1,No,No,,NA
60,8,Transitive,Person,Case,(SO)V,,1,0.814049125,37,Spatial_Clipped_427,Fireman pushes boy,(SO)V,,1,No,No,,NA
60,9,Transitive,Object,Case,OVOSV,,1,0.995133626,37,Spatial_Clipped_428,Old lady elbows ball,OV/OSV,,1,No,Yes,,NA
60,10,Intransitive,None,Case,SVSV,,1,0.995133626,37,Spatial_Clipped_428,Car tumbles,SV,,1,No,No,,NA
60,11,Transitive,Object,Case,O(SV),,0,0.995133626,37,Spatial_Clipped_428,Girl rubs heart,OSV,,1,No,Yes,,NA
60,12,Transitive,Person,Case,(SO)V,,0,0.995133626,37,Spatial_Clipped_428,Boy lifts girl,S(OV),,1,No,No,,NA
60,13,Transitive,Object,Case,OSV,,1,0.426085035,37,Spatial_Clipped_429,Fireman throws star,OSV,,1,No,No,,NA
60,14,Intransitive,None,Case,SV,,1,0.426085035,37,Spatial_Clipped_429,Ball rolls,SV,,1,No,No,,NA
60,15,Transitive,Person,Case,(SO)V,,1,0.426085035,37,Spatial_Clipped_429,Girl elbows old lady,OSV,,1,No,No,,NA
60,16,Intransitive,None,Case,SV,,1,0.426085035,37,Spatial_Clipped_429,Boy skates,SV,,1,No,No,,NA
60,17,Transitive,Person,Case,(SO)V,,1,0.86110598,37,Spatial_Clipped_430,Fireman kicks girl,(SO)V,,1,No,No,,NA
60,18,Transitive,Object,Case,OSV,,1,0.86110598,37,Spatial_Clipped_430,Old lady kisses star,OSV,,1,No,No,,NA
60,19,Transitive,Person,Case,(SO)V,,1,0.86110598,37,Spatial_Clipped_430,Old lady rubs fireman,SOV,,1,No,No,,NA
60,20,Transitive,Person,Case,(SO)V,,1,0.86110598,37,Spatial_Clipped_430,Girl throws old lady,SOV,,1,No,No,,NA
60,21,Intransitive,None,Case,SV,,1,0.207511721,37,Spatial_Clipped_431,Star jumps,SV,,1,No,No,,NA
60,22,Intransitive,None,Case,SV,,1,0.207511721,37,Spatial_Clipped_431,Fireman falls,SV,,1,No,No,,NA
60,23,Intransitive,None,Case,SV,,1,0.207511721,37,Spatial_Clipped_431,Heart falls,SV,,1,No,No,,NA
60,24,Transitive,Object,Case,OSV,,1,0.207511721,37,Spatial_Clipped_431,Boy pokes heart,OSV,,1,No,No,,NA
60,25,Transitive,Object,Case,OSV,,1,0.848962613,37,Spatial_Clipped_432,Fireman lifts car,OSV,,1,No,No,,NA
60,26,Transitive,Person,Case,(SO)V,,1,0.848962613,37,Spatial_Clipped_432,Old lady pokes fireman,(SO)V,,1,No,No,,NA
60,27,Intransitive,None,Case,SV,,1,0.848962613,37,Spatial_Clipped_432,Girl tumbles,SV,,1,No,No,,NA
60,28,Transitive,Person,Case,SOV,,1,0.848962613,37,Spatial_Clipped_432,Girl kisses boy,OSV,,1,No,No,,NA
60,5,Transitive,Object,Free,SOV,,0,0.042754096,37,Spatial_Clipped_421,Boy kicks ball,SOV,,1,No,Yes,,NA
60,6,Transitive,Object,Free,OV,,0,0.042754096,37,Spatial_Clipped_421,Girl pushes car,OV,,1,No,Yes,,NA
60,7,Intransitive,None,Free,SV,,0,0.042754096,37,Spatial_Clipped_421,Old lady jumps,V,,0,No,Yes,,NA
60,8,Transitive,Person,Free,VO,,0,0.042754096,37,Spatial_Clipped_421,Fireman pushes boy,VO,,1,No,Yes,,NA
60,9,Transitive,Object,Free,SV,,0,0.898610928,37,Spatial_Clipped_422,Old lady elbows ball,OV,,1,No,Yes,,NA
60,10,Intransitive,None,Free,SV,,0,0.898610928,37,Spatial_Clipped_422,Car tumbles,SV,,1,No,No,,NA
60,11,Transitive,Object,Free,OV,,0,0.898610928,37,Spatial_Clipped_422,Girl rubs heart,OV,,1,No,Yes,,NA
60,12,Transitive,Person,Free,(SO)V,,1,0.898610928,37,Spatial_Clipped_422,Boy lifts girl,OSV,,1,No,No,,NA
60,13,Transitive,Object,Free,OV,,0,0.439369991,37,Spatial_Clipped_423,Fireman throws star,OV,,0,No,Yes,,NA
60,14,Intransitive,None,Free,SV,,0,0.439369991,37,Spatial_Clipped_423,Ball rolls,SV,,1,No,No,,NA
60,15,Transitive,Person,Free,SVO,,0,0.439369991,37,Spatial_Clipped_423,Girl elbows old lady,SVO,,0,No,Yes,,NA
60,16,Intransitive,None,Free,SV,,0,0.439369991,37,Spatial_Clipped_423,Boy skates,SV,,1,No,Yes,,NA
60,17,Transitive,Person,Free,SV,,0,0.236126305,37,Spatial_Clipped_424,Fireman kicks girl,SV,,0,No,Yes,,NA
60,18,Transitive,Object,Free,OV,,0,0.236126305,37,Spatial_Clipped_424,Old lady kisses star,OV,,0,No,Yes,,NA
60,19,Transitive,Person,Free,OV,,0,0.236126305,37,Spatial_Clipped_424,Old lady rubs fireman,OV,,0,No,Yes,,NA
60,20,Transitive,Person,Free,(SO)V,,1,0.236126305,37,Spatial_Clipped_424,Girl throws old lady,(SO)V,,1,No,No,,NA
60,21,Intransitive,None,Free,SV,,0,0.944497256,37,Spatial_Clipped_425,Star jumps,SV,,1,No,No,,NA
60,22,Intransitive,None,Free,SV,,0,0.944497256,37,Spatial_Clipped_425,Fireman falls,SV,,0,No,Yes,,NA
60,23,Intransitive,None,Free,SV,,0,0.944497256,37,Spatial_Clipped_425,Heart falls,SV,,1,No,Yes,,NA
60,24,Transitive,Object,Free,OSV,,1,0.944497256,37,Spatial_Clipped_425,Boy pokes heart,OSV,,1,No,Yes,,NA
60,25,Transitive,Object,Free,SOV,,0,0.986814068,37,Spatial_Clipped_426,Fireman lifts car,OSV,,1,No,Yes,,NA
60,26,Transitive,Person,Free,SV,,0,0.986814068,37,Spatial_Clipped_426,Old lady pokes fireman,OSV,,0,No,Yes,,NA
60,27,Intransitive,None,Free,SV,,0,0.986814068,37,Spatial_Clipped_426,Girl tumbles,SV,,1,No,No,,NA
60,28,Transitive,Person,Free,SOV,,1,0.986814068,37,Spatial_Clipped_426,Girl kisses boy,SOV,,0,No,Yes,,NA
61,5,Transitive,Person,Case,(SO)V,,1,0.977428804,38,Spatial_Clipped_439,Girl kisses boy,(SO)V,,1,No,No,,NA
61,6,Intransitive,None,Case,SV,,1,0.977428804,38,Spatial_Clipped_439,Girl tumbles,SV,,1,No,No,,NA
61,7,Transitive,Person,Case,(SO)V,,1,0.977428804,38,Spatial_Clipped_439,Old lady pokes fireman,(SO)V,,1,No,No,,NA
61,8,Transitive,Object,Case,OSV,,1,0.977428804,38,Spatial_Clipped_439,Fireman lifts car,(SO)V,,1,No,No,,NA
61,9,Transitive,Object,Case,OSV,,1,0.346061763,38,Spatial_Clipped_440,Boy pokes heart,OSV,,1,No,No,,NA
61,10,Intransitive,None,Case,SV,,1,0.346061763,38,Spatial_Clipped_440,Heart falls,SV,,1,No,No,,NA
61,11,Intransitive,None,Case,SV,,1,0.346061763,38,Spatial_Clipped_440,Fireman falls,SV,,1,No,No,,NA
61,12,Intransitive,None,Case,SV,,1,0.346061763,38,Spatial_Clipped_440,Star jumps,SV,,1,No,No,,NA
61,13,Transitive,Person,Case,(SO)V,,1,0.08833063,38,Spatial_Clipped_441,Girl throws old lady,SOV,,1,No,No,,NA
61,14,Transitive,Person,Case,OSV,,1,0.08833063,38,Spatial_Clipped_441,Old lady rubs fireman,SOV,,1,No,No,,NA
61,15,Transitive,Object,Case,OSV,,1,0.08833063,38,Spatial_Clipped_441,Old lady kisses star,OSV,,1,No,No,,NA
61,16,Transitive,Person,Case,(SO)V,,1,0.08833063,38,Spatial_Clipped_441,Fireman kicks girl,(SO)V,,1,No,No,,NA
61,17,Intransitive,None,Case,SV,,1,0.520070256,38,Spatial_Clipped_442,Boy skates,SV,,1,No,No,,NA
61,18,Transitive,Person,Case,(SO)V,,1,0.520070256,38,Spatial_Clipped_442,Girl elbows old lady,(SO)V,,1,No,No,,NA
61,19,Intransitive,None,Case,SV,1,0,0.520070256,38,Spatial_Clipped_442,Ball rolls,SV,,1,No,No,,NA
61,20,Transitive,Object,Case,SOV,,1,0.520070256,38,Spatial_Clipped_442,Fireman throws star,OSV,,1,No,No,,NA
61,21,Transitive,Person,Case,(SO)V,,1,0.08533088,38,Spatial_Clipped_443,Boy lifts girl,(SO)V,,1,No,No,,NA
61,22,Transitive,Object,Case,OSV,,1,0.08533088,38,Spatial_Clipped_443,Girl rubs heart,SOV,,1,No,No,,NA
61,23,Intransitive,None,Case,SV,,1,0.08533088,38,Spatial_Clipped_443,Car tumbles,SV,,1,No,No,,NA
61,24,Transitive,Object,Case,OSV,,1,0.08533088,38,Spatial_Clipped_443,Old lady elbows ball,OSV,,1,No,No,,NA
61,25,Transitive,Person,Case,(SO)V,,1,0.255991968,38,Spatial_Clipped_444,Fireman pushes boy,(SO)V,,1,No,No,,NA
61,26,Intransitive,None,Case,SV,,1,0.255991968,38,Spatial_Clipped_444,Old lady jumps,SV,,1,No,No,,NA
61,27,Transitive,Object,Case,OSV,,1,0.255991968,38,Spatial_Clipped_444,Girl pushes car,SOV,,1,No,No,,NA
61,28,Transitive,Object,Case,OSV,,1,0.255991968,38,Spatial_Clipped_444,Boy kicks ball,OSV,,1,No,No,,NA
61,5,Transitive,Person,Free,(SO)V,,1,0.884659957,38,Spatial_Clipped_433,Girl kisses boy,(SO)V,,1,No,No,,NA
61,6,Intransitive,None,Free,SV,,1,0.884659957,38,Spatial_Clipped_433,Girl tumbles,SV,,1,No,No,,NA
61,7,Transitive,Person,Free,(SO)V,,1,0.884659957,38,Spatial_Clipped_433,Old lady pokes fireman,(SO)V,,1,No,No,,NA
61,8,Transitive,Object,Free,(SO)V,,1,0.884659957,38,Spatial_Clipped_433,Fireman lifts car,SOV,,1,No,No,,NA
61,9,Transitive,Object,Free,SVO,,1,0.631342314,38,Spatial_Clipped_434,Boy pokes heart,SVO,,1,No,No,Order was very ambiguous,NA
61,10,Intransitive,None,Free,SV,,1,0.631342314,38,Spatial_Clipped_434,Heart falls,SV,,1,No,No,,NA
61,11,Intransitive,None,Free,SV,,1,0.631342314,38,Spatial_Clipped_434,Fireman falls,SV,,1,No,No,,NA
61,12,Intransitive,None,Free,SV,,1,0.631342314,38,Spatial_Clipped_434,Star jumps,SV,,1,No,No,,NA
61,13,Transitive,Person,Free,SOV,,1,0.777655437,38,Spatial_Clipped_435,Girl throws old lady,SOV,,1,No,No,,NA
61,14,Transitive,Person,Free,SOV,,1,0.777655437,38,Spatial_Clipped_435,Old lady rubs fireman,SOV,,1,No,No,,NA
61,15,Transitive,Object,Free,(SO)V,,1,0.777655437,38,Spatial_Clipped_435,Old lady kisses star,(SO)V,,1,No,No,,NA
61,16,Transitive,Person,Free,SOV,,1,0.777655437,38,Spatial_Clipped_435,Fireman kicks girl,(SO)V,,1,No,No,,NA
61,17,Intransitive,None,Free,SV,,1,0.360093994,38,Spatial_Clipped_436,Boy skates,SV,,1,No,No,,NA
61,18,Transitive,Person,Free,(SO)V,,1,0.360093994,38,Spatial_Clipped_436,Girl elbows old lady,(SO)V,,1,No,No,,NA
61,19,Intransitive,None,Free,SV,,1,0.360093994,38,Spatial_Clipped_436,Ball rolls,SV,,1,No,No,,NA
61,20,Transitive,Object,Free,SOV,,1,0.360093994,38,Spatial_Clipped_436,Fireman throws star,SOV,,1,No,No,,NA
61,21,Transitive,Person,Free,(SO)V,,1,0.949797394,38,Spatial_Clipped_437,Boy lifts girl,SOV,,1,No,No,,NA
61,22,Transitive,Object,Free,OSV,,1,0.949797394,38,Spatial_Clipped_437,Girl rubs heart,OSV,,1,No,No,,NA
61,23,Intransitive,None,Free,SV,,1,0.949797394,38,Spatial_Clipped_437,Car tumbles,SV,,1,No,No,,NA
61,24,Transitive,Object,Free,(SO)V,,1,0.949797394,38,Spatial_Clipped_437,Old lady elbows ball,(SO)V,,1,No,No,,NA
61,25,Transitive,Person,Free,(SO)V,,1,0.405414526,38,Spatial_Clipped_438,Fireman pushes boy,(SO)V,,1,No,No,,NA
61,26,Intransitive,None,Free,SV,,1,0.405414526,38,Spatial_Clipped_438,Old lady jumps,SV,,1,No,No,,NA
61,27,Transitive,Object,Free,OSV,,1,0.405414526,38,Spatial_Clipped_438,Girl pushes car,OSV,,1,No,No,,NA
61,28,Transitive,Object,Free,OSV,,1,0.405414526,38,Spatial_Clipped_438,Boy kicks ball,OSV,,1,No,No,,NA
62,5,Transitive,Object,Case,SOV,,1,0.81404913,39,Spatial_Clipped_451 ,Boy kicks ball ,SOV ,,1,No ,SV ,,NA
62,6,Transitive,Object,Case,SOSV,,1,0.81404913,39,Spatial_Clipped_451 ,Girl pushes car ,SOV ,,1,No ,SOV ,,NA
62,7,Intransitive,None,Case,SV,,1,0.81404913,39,Spatial_Clipped_451 ,Old lady jumps ,SV ,,0,No ,SV ,,NA
62,8,Transitive,Person,Case,SOSV,,1,0.81404913,39,Spatial_Clipped_451 ,Fireman pushes boy ,SOV ,,1,No ,SOV ,,NA
62,9,Transitive,Object,Case,SOV,,1,0.99513363,39,Spatial_Clipped_452 ,Old lady elbows ball ,SOV ,,1,No ,SV ,,NA
62,10,Intransitive,None,Case,SV,,1,0.99513363,39,Spatial_Clipped_452 ,Car tumbles ,SV ,,1,No ,No ,,NA
62,11,Transitive,Object,Case,SOV,,1,0.99513363,39,Spatial_Clipped_452 ,Girl rubs heart ,SOV ,,1,No ,SV ,,NA
62,12,Transitive,Person,Case,SOV,,1,0.99513363,39,Spatial_Clipped_452 ,Boy lifts girl ,SOV ,,1,No ,SOV ,,NA
62,13,Transitive,Object,Case,SOV,1,1,0.42608504,39,Spatial_Clipped_453 ,Fireman throws star ,SOV ,,0,No ,SV ,(most of the scene was out of camera view) ,NA
62,14,Intransitive,None,Case,SV,,1,0.42608504,39,Spatial_Clipped_453 ,Ball rolls ,SV ,,1,No ,No ,,NA
62,15,Transitive,Person,Case,OSV,,1,0.42608504,39,Spatial_Clipped_453 ,Girl elbows old lady ,OSV ,,1,No ,SOV ,,NA
62,16,Intransitive,None,Case,SV,,1,0.42608504,39,Spatial_Clipped_453 ,Boy skates ,SV ,,0,No ,SV ,,NA
62,17,Transitive,Person,Case,SOSV,,1,0.86110598,39,Spatial_Clipped_454 ,Fireman kicks girl ,SOV ,,1,No ,SOV ,,NA
62,18,Transitive,Object,Case,SOV,,1,0.86110598,39,Spatial_Clipped_454 ,Old lady kisses star ,SOV ,,1,No ,SV ,,NA
62,19,Transitive,Person,Case,SOV,,1,0.86110598,39,Spatial_Clipped_454 ,Old lady rubs fireman ,SOV ,,1,No ,SOV ,,NA
62,20,Transitive,Person,Case,SOSV,,1,0.86110598,39,Spatial_Clipped_454 ,Girl throws old lady ,SOV ,,1,No ,SOV ,,NA
62,21,Intransitive,None,Case,SV,,1,0.20751172,39,Spatial_Clipped_455 ,Star jumps ,SV ,,1,No ,No ,,NA
62,22,Intransitive,None,Case,SV,,1,0.20751172,39,Spatial_Clipped_455 ,Fireman falls ,SV ,,1,No ,SV ,,NA
62,23,Intransitive,None,Case,SV,,1,0.20751172,39,Spatial_Clipped_455 ,Heart falls ,SV ,,1,No ,No ,,NA
62,24,Transitive,Object,Case,SOVO,,1,0.20751172,39,Spatial_Clipped_455 ,Boy pokes heart ,SOV ,,1,No ,SOV ,,NA
62,25,Transitive,Object,Case,SOV,,1,0.84896261,39,Spatial_Clipped_456 ,Fireman lifts car ,SOV ,,1,No ,SOV ,,NA
62,26,Transitive,Person,Case,SOV,,1,0.84896261,39,Spatial_Clipped_456 ,Old lady pokes fireman ,SOV ,,1,No ,SOV ,,NA
62,27,Intransitive,None,Case,SV,,0,0.84896261,39,Spatial_Clipped_456 ,Girl tumbles ,SV ,,1,No ,S ,,NA
62,28,Transitive,Person,Case,SOSV,,1,0.84896261,39,Spatial_Clipped_456 ,Girl kisses boy ,SOV ,,1,No ,SOV ,,NA
62,5,Transitive,Object,Free,SV,,0,0.0427541,39,Spatial_Clipped_445 ,Boy kicks ball ,SV ,,0,No ,SV ,,NA
62,6,Transitive,Object,Free,SV,,0,0.0427541,39,Spatial_Clipped_445 ,Girl pushes car ,SV ,,0,No ,SV ,,NA
62,7,Intransitive,None,Free,SV,,0,0.0427541,39,Spatial_Clipped_445 ,Old lady jumps ,SV ,,0,No ,SV ,,NA
62,8,Transitive,Person,Free,SOSVO,,1,0.0427541,39,Spatial_Clipped_445 ,Fireman pushes boy ,SOV ,,1,No ,SOV ,,NA
62,9,Transitive,Object,Free,SOV,,1,0.89861093,39,Spatial_Clipped_446 ,Old lady elbows ball ,SOV ,,1,No ,SV ,,NA
62,10,Intransitive,None,Free,SV,1,1,0.89861093,39,Spatial_Clipped_446 ,Car tumbles ,SV ,,1,No ,No ,,NA
62,11,Transitive,Object,Free,SOV,,1,0.89861093,39,Spatial_Clipped_446 ,Girl rubs heart ,SOV ,,1,No ,SV ,,NA
62,12,Transitive,Person,Free,SOV,,1,0.89861093,39,Spatial_Clipped_446 ,Boy lifts girl ,SOV ,,1,No ,SOV ,,NA
62,13,Transitive,Object,Free,SOV,,1,0.43936999,39,Spatial_Clipped_447 ,Fireman throws star ,SOV ,,1,No ,SV ,,NA
62,14,Intransitive,None,Free,SV,,1,0.43936999,39,Spatial_Clipped_447 ,Ball rolls ,SV ,,1,No ,No ,,NA
62,15,Transitive,Person,Free,OSV,,1,0.43936999,39,Spatial_Clipped_447 ,Girl elbows old lady ,SOV ,,1,No ,SOV ,,NA
62,16,Intransitive,None,Free,SV,,1,0.43936999,39,Spatial_Clipped_447 ,Boy skates ,SV ,,1,No ,SV ,,NA
62,17,Transitive,Person,Free,SOV,,1,0.2361263,39,Spatial_Clipped_448 ,Fireman kicks girl ,SOV ,,1,No ,SOV ,,NA
62,18,Transitive,Object,Free,SOV,,1,0.2361263,39,Spatial_Clipped_448 ,Old lady kisses star ,SOV ,,1,No ,SV ,,NA
62,19,Transitive,Person,Free,SOV,,1,0.2361263,39,Spatial_Clipped_448 ,Old lady rubs fireman ,SOV ,,1,No ,SOV ,,NA
62,20,Transitive,Person,Free,SOV,,1,0.2361263,39,Spatial_Clipped_448 ,Girl throws old lady ,SOV ,,1,No ,SOV ,,NA
62,21,Intransitive,None,Free,SV,,1,0.94449726,39,Spatial_Clipped_449 ,Star jumps ,SV ,,1,No ,No ,,NA
62,22,Intransitive,None,Free,SV,,0,0.94449726,39,Spatial_Clipped_449 ,Fireman falls ,SV ,,0,No ,SV ,,NA
